OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
11110,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,1100000,Cells/L,"1,100,000 Cells/L"
11111,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,6000,Cells/L,"6,000 Cells/L"
11112,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11113,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11114,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,500,Cells/L,500 Cells/L
11115,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11116,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,500,Cells/L,500 Cells/L
11117,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11118,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11119,Port River North Haven Boat Ramp,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11120,Port River St Kilda Boat Ramp,2025-08-18,Algal Count - Total,,Results summary,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp, with other dinoflagellates, cryptomonads, prasinophytes, prymnesiophytes, pedinellids, ochromonads).  High levels of sediment and organic detritus.",,,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp, with other dinoflagellates, cryptomonads, prasinophytes, prymnesiophytes, pedinellids, ochromonads).  High levels of sediment and organic detritus."
11121,Port River St Kilda Boat Ramp,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11122,Port River St Kilda Boat Ramp,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,1800000,Cells/L,"1,800,000 Cells/L"
11123,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11124,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
11125,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11126,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11127,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11128,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,1500,Cells/L,"1,500 Cells/L"
11129,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11130,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,100,Cells/L,100 Cells/L
11131,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11132,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11133,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,300000,Cells/L,"300,000 Cells/L"
11134,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,3000,Cells/L,"3,000 Cells/L"
11135,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11136,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11137,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
11138,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11139,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,1000,Cells/L,"1,000 Cells/L"
11140,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11141,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
11142,Port River St Kilda Boat Ramp,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11143,West Lakes Inlet,2025-08-18,Algal Count - Total,,Results summary,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia, with other dinoflagellates with cryptomonads, prasinophytes, ochromonads).  Very high levels of sediment and organic detritus.",,,"A mix of planktonic diatoms (Guinardia), benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia, with other dinoflagellates with cryptomonads, prasinophytes, ochromonads).  Very high levels of sediment and organic detritus."
11144,West Lakes Inlet,2025-08-18,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
11145,West Lakes Inlet,2025-08-18,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,1800000,Cells/L,"1,800,000 Cells/L"
11146,West Lakes Inlet,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11147,West Lakes Inlet,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,x,,Cells/L,Detected in sample but not observed during cell counts 
11148,West Lakes Inlet,2025-08-18,Algal Identification,Diatoms,Rhizosolenia  imbricata group,,,Cells/L,Not detected
11149,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium  carterae,,,Cells/L,Not detected
11150,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11151,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,4500,Cells/L,"4,500 Cells/L"
11152,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis acuminata,,,Cells/L,Not detected
11153,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,650,Cells/L,650 Cells/L
11154,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,x,,Cells/L,Detected in sample but not observed during cell counts 
11155,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Karenia cf. longicanalis,,,Cells/L,Not detected
11156,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Karenia sp.,,840000,Cells/L,"840,000 Cells/L"
11157,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Karlodinium spp.,,2500,Cells/L,"2,500 Cells/L"
11158,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
11159,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Prorocentrum dentatum,,,Cells/L,Not detected
11160,West Lakes Inlet,2025-08-18,Algal Identification,Dinoflagellates,Takayama spp.,,,Cells/L,Not detected
11161,West Lakes Inlet,2025-08-18,Algal Identification,Other,Chattonella spp.,,,Cells/L,Not detected
11162,West Lakes Inlet,2025-08-18,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
11163,West Lakes Inlet,2025-08-18,Algal Identification,Other,Pseudochattonella spp.,,,Cells/L,Not detected
11164,West Lakes Inlet,2025-08-18,Algal Identification,Other,Oscillatoria sp. (filaments),,,Cells/L,Not detected
11165,West Lakes Inlet,2025-08-18,Algal Identification,Other,Phormidium  sp. (filaments),,,Cells/L,Not detected
11166,Coorong ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11167,Stansbury,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,100640,cells/L,"100,640 cells/L"
11168,Coobowie ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,17400,cells/L,"17,400 cells/L"
11169,Port Vincent ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,221680,cells/L,"221,680 cells/L"
11170,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,53940,cells/L,"53,940 cells/L"
11171,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,39000,cells/L,"39,000 cells/L"
11172,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,68440,cells/L,"68,440 cells/L"
11173,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,56400,cells/L,"56,400 cells/L"
11174,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,47120,cells/L,"47,120 cells/L"
11175,Franklin Harbour,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,44820,cells/L,"44,820 cells/L"
11176,Proper Bay,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,5600,cells/L,"5,600 cells/L"
11177,Bickers Island ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,5440,cells/L,"5,440 cells/L"
11178,Boston Bay ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,3600,cells/L,"3,600 cells/L"
11179,Lower Eyre,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,2640,cells/L,"2,640 cells/L"
11180,Venus Bay ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11181,Streaky Bay - Blancheport ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11182,Streaky Bay - Hummocks,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11183,Streaky Bay - Eba Island,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11184,Smoky Bay - Waterwitch ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11185,Smoky Bay ,2025-08-18,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
11186,Encounter Bay Boat Ramp,2025-08-14,Algal Count - Partial,,Geosmin-MIB producing BGA - Total,not detected,0,cells/L,0 cells/L
11187,Encounter Bay Boat Ramp,2025-08-14,Algal Count - Partial,,Toxin producing BGA - Total,not detected,0,cells/L,0 cells/L
11188,Encounter Bay Boat Ramp,2025-08-14,Algal Identification,,Organism - Notes,Karenia mikimotoi - The identification for this organism is tentative only.,,,Karenia mikimotoi - The identification for this organism is tentative only.
11189,Encounter Bay Boat Ramp,2025-08-14,Algal Identification,,Karenia mikimotoi,,1000,cells/L,"1,000 cells/L"
11190,Encounter Bay Boat Ramp,2025-08-14,Algal Identification,,Navicula,Very Low Abundance (approx. 1 to10 cells/mL),,,Very Low Abundance (approx. 1 to10 cells/mL)
11191,Encounter Bay Boat Ramp,2025-08-14,Algal Identification,,Unicellular green algae,Very Low Abundance (approx. 1 to10 cells/mL),,,Very Low Abundance (approx. 1 to10 cells/mL)
11192,Encounter Bay Boat Ramp,2025-08-14,Algal Identification,,Inorganic Particles,Present,,,Present
11193,Port Elliot Jetty,2025-08-14,Algal Count - Partial,,Geosmin-MIB producing BGA - Total,not detected,0,cells/L,0 cells/L
11194,Port Elliot Jetty,2025-08-14,Algal Count - Partial,,Toxin producing BGA - Total,not detected,0,cells/L,0 cells/L
11195,Port Elliot Jetty,2025-08-14,Algal Identification,,Asterionellopsis,,38000,cells/L,"38,000 cells/L"
11196,Port Elliot Jetty,2025-08-14,Algal Identification,,Pennate diatoms,Very Low Abundance (approx. 1 to10 cells/mL),,,Very Low Abundance (approx. 1 to10 cells/mL)
11197,Port Elliot Jetty,2025-08-14,Algal Identification,,Inorganic Particles,Abundant,,,Abundant
11198,Port Elliot Jetty,2025-08-14,Algal Identification,,Gymnodinium,Very Low Abundance (approx. 1 to10 cells/mL),,,Very Low Abundance (approx. 1 to10 cells/mL)
11199,Largs Bay Jetty,2025-08-18,Algal Count - Total,,Results summary,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, prasinophytes, prymnesiophytes, ochromonads).  Some sediment and organic detritus.",,,"Benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, prasinophytes, prymnesiophytes, ochromonads).  Some sediment and organic detritus."
11200,Largs Bay Jetty,2025-08-18,Algal Count - Total,,Total Phytoplankton,,2701800,Cells/L,"2,701,800 Cells/L"
11201,Largs Bay Jetty,2025-08-18,Algal Count - Total,,Diatoms ,,1180500,Cells/L,"1,180,500 Cells/L"
11202,Largs Bay Jetty,2025-08-18,Algal Count - Total,,Dinoflagellates,,699800,Cells/L,"699,800 Cells/L"
11203,Largs Bay Jetty,2025-08-18,Algal Count - Total,,Other flagellates,,821500,Cells/L,"821,500 Cells/L"
11204,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Actinoptychus sp.,,,Cells/L,Not detected
11205,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Amphora sp.,,,Cells/L,Not detected
11206,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Asterionellopsis glacialis,,,Cells/L,Not detected
11207,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Aulacoseira granulata,,,Cells/L,Not detected
11208,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Chaetoceros spp.,,,Cells/L,Not detected
11209,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Cocconeis spp.,,,Cells/L,Not detected
11210,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Coscinodiscus spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
11211,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Cyclotella sp.,,,Cells/L,Not detected
11212,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Cylindrotheca (=Ceratoneis) closterium,,1130000,Cells/L,"1,130,000 Cells/L"
11213,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Dactyliosolen fragilissimus,,,Cells/L,Not detected
11214,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Dactyliosolen phukutensis,,,Cells/L,Not detected
11215,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Grammotophora marina,,,Cells/L,Not detected
11216,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Guinardia flaccida,,50000,Cells/L,"50,000 Cells/L"
11217,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Guinardia striata,,,Cells/L,Not detected
11218,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Haslea ostrearia,,,Cells/L,Not detected
11219,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Haslea wawrikae,,500,Cells/L,500 Cells/L
11220,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Lauderia annulata,,,Cells/L,Not detected
11221,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Leptocylindrus danicus,,,Cells/L,Not detected
11222,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Leptocylindrus minimus,,,Cells/L,Not detected
11223,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Licmophora sp.,,,Cells/L,Not detected
11224,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Minidiscus trioculatus,,,Cells/L,Not detected
11225,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Naviculoid spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
11226,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Nitzschia spp.,,,Cells/L,Not detected
11227,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Nitzschia longissima,,,Cells/L,Not detected
11228,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Nitzschia sigmoidea,,,Cells/L,Not detected
11229,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Plagiotropis sp.,,,Cells/L,Not detected
11230,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Pleurosigma sp.,,,Cells/L,Not detected
11231,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
11232,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
11233,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Rhizosolenia setigera,,,Cells/L,Not detected
11234,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Rhizosolenia sp. (imbricata group),x,,Cells/L,Detected in sample but not observed during cell counts 
11235,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Striatella  unipunctata,,,Cells/L,Not detected
11236,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Thalassiosira sp.,,,Cells/L,Not detected
11237,Largs Bay Jetty,2025-08-18,Algal Identification,Diatoms,Trieres (=Odontella) mobiliensis ,x,,Cells/L,Detected in sample but not observed during cell counts 
11238,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Amphidinium carterae,,500,Cells/L,500 Cells/L
11239,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Azadinium sp.,,,Cells/L,Not detected
11240,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,2500,Cells/L,"2,500 Cells/L"
11241,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis caudata,,300,Cells/L,300 Cells/L
11242,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Dinophysis tripos,,,Cells/L,Not detected
11243,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Diplopsalid spp.,,1000,Cells/L,"1,000 Cells/L"
11244,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,,,Cells/L,Not detected
11245,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,250000,Cells/L,"250,000 Cells/L"
11246,Largs Bay Jetty,2025-08-18,Algal Identification,Dinoflagellates,Gyrodinium spp.,,20000,Cells/L,"20,000 Cells/L"
